Date,buyT,buyP,sellT,sellP,PandL
2020-01-02,11:00:00,334.75,14:45:00,337.95714285714286,3.2071428571428555
2020-01-02,12:00:00,336.0,14:45:00,339.2642857142857,3.264285714285677
2020-01-02,13:15:00,334.25,14:45:00,336.59999999999997,2.349999999999966
2020-01-03,10:15:00,353.8,15:15:00,346.0,-7.800000000000011
2020-01-03,13:15:00,351.55,14:45:00,344.26428571428573,-7.285714285714278
2020-01-08,09:45:00,332.75,15:15:00,331.25,-1.5
2020-01-08,15:00:00,332.0,15:15:00,331.25,-0.75
2020-01-09,09:15:00,334.4,09:45:00,339.48571428571427,5.085714285714289
2020-01-13,11:30:00,336.0,15:15:00,334.0,-2.0
2020-01-13,12:30:00,337.0,15:15:00,334.0,-3.0
2020-01-16,14:00:00,340.75,15:15:00,339.9,-0.8500000000000227
2020-01-17,12:15:00,343.65,15:15:00,339.25,-4.399999999999977
2020-01-16,11:00:00,340.0,15:15:00,339.9,-0.10000000000002274
2020-02-01,09:15:00,339.0,10:00:00,345.56428571428575,6.564285714285745
2020-01-31,14:15:00,332.35,14:45:00,326.2321428571429,-6.117857142857133
2020-01-31,13:00:00,323.15,14:15:00,325.96428571428567,2.8142857142856883
2020-02-05,12:45:00,336.9,15:15:00,339.2571428571428,2.357142857142833
2020-02-06,15:00:00,338.4,15:15:00,340.0,1.6000000000000227
2020-02-11,12:30:00,333.8,15:15:00,338.0,4.199999999999989
2020-02-11,15:00:00,337.15,15:15:00,338.0,0.8500000000000227
2020-02-19,14:00:00,310.5,15:15:00,309.7,-0.8000000000000114
2020-02-20,11:45:00,316.6,15:15:00,320.39285714285717,3.7928571428571445
2020-02-20,09:30:00,317.75,15:15:00,321.45000000000005,3.7000000000000455
2020-02-20,15:15:00,324.55,15:15:00,324.55,0.0
2020-02-19,11:30:00,310.25,15:15:00,309.7,-0.5500000000000114
2020-03-02,13:15:00,260.55,14:45:00,256.8107142857143,-3.7392857142856997
2020-03-02,12:15:00,260.65,15:00:00,248.8535714285714,-11.796428571428578
2020-03-02,11:00:00,261.55,15:00:00,248.54285714285717,-13.007142857142838
2020-03-05,13:15:00,253.0,14:30:00,250.12857142857143,-2.8714285714285666
2020-03-13,15:00:00,177.0,15:15:00,179.5,2.5
