Date,buyT,buyP,sellT,sellP,PandL
2020-05-13,10:15:00,30.2,11:00:00,30.87142857142857,0.6714285714285708
2020-05-13,12:45:00,31.6,13:30:00,32.27857142857143,0.6785714285714306
2020-05-13,09:30:00,30.05,11:00:00,30.692857142857143,0.6428571428571423
2020-05-13,13:45:00,32.15,15:15:00,31.65,-0.5
2020-05-14,09:15:00,35.0,14:30:00,33.05,-1.9500000000000028
2020-05-14,11:45:00,34.05,15:15:00,33.0,-1.0499999999999972
2020-05-14,13:15:00,34.05,14:30:00,32.99999999999999,-1.0500000000000043
2020-05-19,11:45:00,31.5,12:15:00,32.18571428571428,0.6857142857142833
2020-05-20,12:15:00,35.75,15:15:00,34.7,-1.0499999999999972
2020-05-20,11:15:00,35.05,15:15:00,34.7,-0.3499999999999943
2020-05-26,10:45:00,35.95,15:15:00,37.02857142857143,1.0785714285714292
2020-05-27,09:15:00,38.15,15:15:00,36.85,-1.2999999999999972
2020-05-27,10:30:00,37.4,15:15:00,36.85,-0.5499999999999972
2020-05-26,12:00:00,36.15,15:15:00,36.95,0.8000000000000043
2020-05-26,13:45:00,36.5,15:15:00,36.95,0.45000000000000284
2020-06-01,09:15:00,39.2,15:15:00,39.75,0.5499999999999972
2020-05-27,12:00:00,37.4,15:15:00,36.85,-0.5499999999999972
2020-06-01,11:00:00,39.25,15:15:00,39.75,0.5
2020-06-01,13:15:00,39.25,15:15:00,39.75,0.5
2020-05-29,13:15:00,37.15,15:15:00,36.3,-0.8500000000000014
2020-06-02,11:00:00,39.55,14:30:00,40.39285714285714,0.8428571428571416
2020-06-01,14:15:00,39.35,15:15:00,39.75,0.3999999999999986
2020-06-02,12:45:00,39.75,14:30:00,40.26428571428571,0.5142857142857125
2020-06-02,13:15:00,39.65,14:15:00,40.15,0.5
2020-06-03,10:30:00,41.3,12:30:00,39.99285714285714,-1.307142857142857
2020-06-05,09:15:00,39.05,15:15:00,39.0,-0.04999999999999716
2020-06-05,12:15:00,39.2,15:15:00,39.0,-0.20000000000000284
2020-06-05,11:00:00,39.2,15:15:00,39.0,-0.20000000000000284
2020-06-11,10:15:00,38.55,15:15:00,37.8,-0.75
2020-06-18,09:15:00,37.5,11:30:00,38.24285714285714,0.7428571428571402
2020-06-18,10:30:00,37.7,15:15:00,37.5,-0.20000000000000284
2020-06-19,12:15:00,37.95,13:45:00,38.464285714285715,0.5142857142857125
2020-06-22,09:15:00,38.45,12:15:00,37.59285714285715,-0.8571428571428541
2020-06-19,09:15:00,38.15,15:15:00,37.85,-0.29999999999999716
2020-06-19,12:45:00,38.0,13:45:00,38.41428571428571,0.41428571428571104
2020-06-18,11:15:00,38.0,15:15:00,37.5,-0.5
2020-06-24,09:45:00,38.75,15:00:00,37.957142857142856,-0.7928571428571445
2020-06-24,12:15:00,38.85,15:15:00,37.628571428571426,-1.221428571428575
2020-06-23,14:00:00,37.9,15:15:00,37.8,-0.10000000000000142
2020-06-24,13:45:00,38.6,15:15:00,37.74285714285715,-0.8571428571428541
2020-07-03,10:15:00,36.0,15:15:00,35.8,-0.20000000000000284
2020-07-06,11:00:00,36.25,15:15:00,35.810714285714276,-0.4392857142857238
2020-07-17,11:15:00,34.75,11:45:00,34.98571428571429,0.23571428571428754
2020-07-20,10:45:00,35.6,15:15:00,35.35,-0.25
2020-07-23,11:30:00,35.3,15:15:00,35.15,-0.14999999999999858
2020-07-27,12:00:00,35.3,15:15:00,35.35,0.05000000000000426
2020-07-28,14:45:00,35.55,15:15:00,35.5,-0.04999999999999716
2020-07-29,09:30:00,35.55,10:00:00,35.778571428571425,0.22857142857142776
2020-07-31,13:00:00,35.7,15:15:00,35.4,-0.30000000000000426
2020-07-31,12:00:00,35.7,15:15:00,35.16428571428572,-0.5357142857142847
2020-08-07,11:00:00,36.15,11:15:00,36.55,0.3999999999999986
